"id","site_name","lac_id","cell_name","cell_id","laccellid","antenna_direction","cell_beamspan","cell_beamrange","latitude","longitude","site_address","union_ward","thana","district","division","bts_type","operator","cell_type_2g_3g","createat","updateat"
"91","CXMJF1","22003","CXMJF1A","44446","2200344446","45","120","1000","21.7544","92.1206","Kakhra Majher Fari Station,Chakoria,Chakoria,Coxs Bazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"92","CXMJF1","22003","CXMJF1B","44447","2200344447","120","120","1000","21.7544","92.1206","Kakhra Majher Fari Station,Chakoria,Chakoria,Coxs Bazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"93","CXMJF1","22003","CXMJF1C","44448","2200344448","270","120","1000","21.7544","92.1206","Kakhra Majher Fari Station,Chakoria,Chakoria,Coxs Bazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"94","CXMJG1","22003","CXMJG1A","23813","2200323813","340","120","1000","21.7553","92.0525","Maijghona,Sharbil,Chokoria,CoxsBazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"95","CXBTB1","22003","CXBTB1A","49280","2200349280","345","120","1000","21.7817","92.0415","Coxs Bazar, Coxs Bazar  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"96","CXMJG1","22003","CXMJG1B","23814","2200323814","100","120","1000","21.7553","92.0525","Maijghona,Sharbil,Chokoria,CoxsBazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"97","CXBTB1","22003","CXBTB1B","49281","2200349281","110","120","1000","21.7817","92.0415","Coxs Bazar, Coxs Bazar  BD","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"98","CXPMK1","22002","CXPMK1D","2565","220022565","50","120","1000","21.4473","92.0349","Jumchari Bazar, Piamkhali,Coxs Bazar Sadar,Coxs Bazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"99","CXMJG1","22003","CXMJG1C","23815","2200323815","240","120","1000","21.7553","92.0525","Maijghona,Sharbil,Chokoria,CoxsBazar","Not Provided","Not Provided","Not Provided","Not Provided","Regular- 2G","GRAMEENPHONE","Regular- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"100","PTSDR01","665","B11004A","30550","66530550","0","120","1000","22.36247624","90.3471726","Mrs.FirozaBegum,W/o:AlhajAbdulMajidMia,HotelParkSDORoad,NatunBazar,Patuakhali.Ph#0172094678(Mr.Masud)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"101","PTSDR01","665","B11004B","30551","66530551","120","120","1000","22.36247624","90.3471726","Mrs.FirozaBegum,W/o:AlhajAbdulMajidMia,HotelParkSDORoad,NatunBazar,Patuakhali.Ph#0172094678(Mr.Masud)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"102","PTSDR01","665","B11004C","30552","66530552","240","120","1000","22.36247624","90.3471726","Mrs.FirozaBegum,W/o:AlhajAbdulMajidMia,HotelParkSDORoad,NatunBazar,Patuakhali.Ph#0172094678(Mr.Masud)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"103","PTSDR01","665","B11004D","30553","66530553","0","120","1000","22.36247624","90.3471726","Mrs.FirozaBegum,W/o:AlhajAbdulMajidMia,HotelParkSDORoad,NatunBazar,Patuakhali.Ph#0172094678(Mr.Masud)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"104","PTSDR01","665","B11004E","30554","66530554","120","120","1000","22.36247624","90.3471726","Mrs.FirozaBegum,W/o:AlhajAbdulMajidMia,HotelParkSDORoad,NatunBazar,Patuakhali.Ph#0172094678(Mr.Masud)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"105","PTSDR01","665","B11004F","30555","66530555","240","120","1000","22.36247624","90.3471726","Mrs.FirozaBegum,W/o:AlhajAbdulMajidMia,HotelParkSDORoad,NatunBazar,Patuakhali.Ph#0172094678(Mr.Masud)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"106","BRSDR01","665","B11007A","27501","66527501","0","120","1000","22.16086052","90.12419959","Md. Zakir Hossain,Sultana Ali prousova, P/O+Post:Barguna Sadar,01712994474,01724954229, Dist:Barguna, ","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"107","BRSDR01","665","B11007B","27502","66527502","120","120","1000","22.16086052","90.12419959","Md. Zakir Hossain,Sultana Ali prousova, P/O+Post:Barguna Sadar,01712994474,01724954229, Dist:Barguna, ","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"108","BRSDR01","665","B11007C","27503","66527503","240","120","1000","22.16086052","90.12419959","Md. Zakir Hossain,Sultana Ali prousova, P/O+Post:Barguna Sadar,01712994474,01724954229, Dist:Barguna, ","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"109","PTBFL01","662","B11014A","30556","66230556","60","120","1000","22.41973125","90.54922153","ChairmanGoverningBodyandPrincipal,BauphalCollege,Bauphal,Patuakhali.Ph#04422-56210,01716-779584(principal)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"110","PTBFL01","662","B11014B","30557","66230557","180","120","1000","22.41973125","90.54922153","ChairmanGoverningBodyandPrincipal,BauphalCollege,Bauphal,Patuakhali.Ph#04422-56210,01716-779584(principal)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"111","PTBFL01","662","B11014C","30558","66230558","280","120","1000","22.41973125","90.54922153","ChairmanGoverningBodyandPrincipal,BauphalCollege,Bauphal,Patuakhali.Ph#04422-56210,01716-779584(principal)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"112","BHBRN01","662","B11015A","29001","66229001","0","120","1000","22.501483","90.715157","AbdurRob,S/o:lateAzharAli,BusStandRoad,Borhanuddin,Bhola.Ph#0172-580352,(04922)56258(toAsuganj)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"113","BHBRN01","662","B11015B","29002","66229002","120","120","1000","22.501483","90.715157","AbdurRob,S/o:lateAzharAli,BusStandRoad,Borhanuddin,Bhola.Ph#0172-580352,(04922)56258(toAsuganj)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"114","BHBRN01","662","B11015C","29003","66229003","240","120","1000","22.501483","90.715157","AbdurRob,S/o:lateAzharAli,BusStandRoad,Borhanuddin,Bhola.Ph#0172-580352,(04922)56258(toAsuganj)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"115","PTKLP01","665","B11016A","30559","66530559","0","120","1000","21.980336","90.23026","GaziRafiqulIslam,HotelRuban,CollegeRoad,Khapupara,Patuakhali.Ph#0172074587","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"116","PTKLP01","665","B11016B","30560","66530560","120","120","1000","21.980336","90.23026","GaziRafiqulIslam,HotelRuban,CollegeRoad,Khapupara,Patuakhali.Ph#0172074587","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"117","PTKLP01","665","B11016C","30561","66530561","240","120","1000","21.980336","90.23026","GaziRafiqulIslam,HotelRuban,CollegeRoad,Khapupara,Patuakhali.Ph#0172074587","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"118","PTGCP01","665","B11019A","30562","66530562","60","120","1000","22.17103188","90.40633169","Md.JamalUddinTalukder,s/o:lateHajiRustamAliTalukder,JamalUddinTalukderHouse,SadarRoad,Galachipa,Patuakhali.Ph#0442456329,01715-789813,01721-653444","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"119","PTGCP01","665","B11019B","30563","66530563","165","120","1000","22.17103188","90.40633169","Md.JamalUddinTalukder,s/o:lateHajiRustamAliTalukder,JamalUddinTalukderHouse,SadarRoad,Galachipa,Patuakhali.Ph#0442456329,01715-789813,01721-653444","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"120","PTGCP01","665","B11019C","30564","66530564","280","120","1000","22.17103188","90.40633169","Md.JamalUddinTalukder,s/o:lateHajiRustamAliTalukder,JamalUddinTalukderHouse,SadarRoad,Galachipa,Patuakhali.Ph#0442456329,01715-789813,01721-653444","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"121","BHDLT01","662","B11021A","29004","66229004","20","120","1000","22.600691","90.74654","Md.Siddique,S/o:lateAlhajJoynalAbedin,M/s.HaziStore,Ward-4,Daulatkhan,Bhola.Ph#04924-56191(onreq)0176-695196(fromDhaka)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"122","BHDLT01","662","B11021B","29005","66229005","150","120","1000","22.600691","90.74654","Md.Siddique,S/o:lateAlhajJoynalAbedin,M/s.HaziStore,Ward-4,Daulatkhan,Bhola.Ph#04924-56191(onreq)0176-695196(fromDhaka)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"123","BHDLT01","662","B11021C","29006","66229006","280","120","1000","22.600691","90.74654","Md.Siddique,S/o:lateAlhajJoynalAbedin,M/s.HaziStore,Ward-4,Daulatkhan,Bhola.Ph#04924-56191(onreq)0176-695196(fromDhaka)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"124","BHDLT01","662","B11021D","29007","66229007","20","120","1000","22.600691","90.74654","Md.Siddique,S/o:lateAlhajJoynalAbedin,M/s.HaziStore,Ward-4,Daulatkhan,Bhola.Ph#04924-56191(onreq)0176-695196(fromDhaka)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"125","BHDLT01","662","B11021E","29008","66229008","150","120","1000","22.600691","90.74654","Md.Siddique,S/o:lateAlhajJoynalAbedin,M/s.HaziStore,Ward-4,Daulatkhan,Bhola.Ph#04924-56191(onreq)0176-695196(fromDhaka)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"126","BHDLT01","662","B11021F","29009","66229009","280","120","1000","22.600691","90.74654","Md.Siddique,S/o:lateAlhajJoynalAbedin,M/s.HaziStore,Ward-4,Daulatkhan,Bhola.Ph#04924-56191(onreq)0176-695196(fromDhaka)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"127","BRAMT01","665","B11023A","27504","66527504","20","120","1000","22.1390298","90.22900967","1.Md.MotiurRahman2.Md.MizanurRahmans/o:Late-AbulKashemMiah,Vill-Basuki,Post-Amtali,PS.-Amtali,Barguna.Ph#0172525729,0172-716483,01715-511527","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"128","BRAMT01","665","B11023B","27505","66527505","160","120","1000","22.1390298","90.22900967","1.Md.MotiurRahman2.Md.MizanurRahmans/o:Late-AbulKashemMiah,Vill-Basuki,Post-Amtali,PS.-Amtali,Barguna.Ph#0172525729,0172-716483,01715-511527","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"129","BRAMT01","665","B11023C","27506","66527506","270","120","1000","22.1390298","90.22900967","1.Md.MotiurRahman2.Md.MizanurRahmans/o:Late-AbulKashemMiah,Vill-Basuki,Post-Amtali,PS.-Amtali,Barguna.Ph#0172525729,0172-716483,01715-511527","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"130","PTMZG01","665","B11027A","30565","66530565","120","120","1000","22.369732","90.216364","AlhajGaziFazlulHaque,S/o:lateSekendarAliGazi,KakaliVilla,SubidkhaliCollegeRoad,Mirzagonj,Patuakhali.Ph#04426-75365","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"131","PTMZG01","665","B11027B","30566","66530566","210","120","1000","22.369732","90.216364","AlhajGaziFazlulHaque,S/o:lateSekendarAliGazi,KakaliVilla,SubidkhaliCollegeRoad,Mirzagonj,Patuakhali.Ph#04426-75365","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"132","PTMZG01","665","B11027C","30567","66530567","20","120","1000","22.369732","90.216364","AlhajGaziFazlulHaque,S/o:lateSekendarAliGazi,KakaliVilla,SubidkhaliCollegeRoad,Mirzagonj,Patuakhali.Ph#04426-75365","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"133","BHSDR01","662","B11028A","29010","66229010","350","120","1000","22.68291","90.64571","MohammadRafiqulIslam,S/o:LateLokmanMia,MahabubaMarket,SadarRoad,BholaCity,Bhola.Ph#0176-000460","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"134","BHSDR01","662","B11028B","29011","66229011","100","120","1000","22.68291","90.64571","MohammadRafiqulIslam,S/o:LateLokmanMia,MahabubaMarket,SadarRoad,BholaCity,Bhola.Ph#0176-000460","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"135","BHSDR01","662","B11028C","29012","66229012","230","120","1000","22.68291","90.64571","MohammadRafiqulIslam,S/o:LateLokmanMia,MahabubaMarket,SadarRoad,BholaCity,Bhola.Ph#0176-000460","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"136","BHLMN01","662","B11029A","29013","66229013","0","120","1000","22.341289","90.732071","1.BazlurRahmanShikder,2.MoazzemHossainShikder,S/o:lateAlhajHarjanAliShikder,1169,LalmohonPaurashabaRoad,Lalmohon,Bhola.Ph#04925-75822,0176-668652(moazzem0191-3576701)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"137","BHLMN01","662","B11029B","29014","66229014","90","120","1000","22.341289","90.732071","1.BazlurRahmanShikder,2.MoazzemHossainShikder,S/o:lateAlhajHarjanAliShikder,1169,LalmohonPaurashabaRoad,Lalmohon,Bhola.Ph#04925-75822,0176-668652(moazzem0191-3576701)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"138","BHLMN01","662","B11029C","29015","66229015","190","120","1000","22.341289","90.732071","1.BazlurRahmanShikder,2.MoazzemHossainShikder,S/o:lateAlhajHarjanAliShikder,1169,LalmohonPaurashabaRoad,Lalmohon,Bhola.Ph#04925-75822,0176-668652(moazzem0191-3576701)","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"139","BHCFN01","662","B11030A","29016","66229016","115","120","1000","22.18604","90.76023","MD. Jamal Mia & Mrs. Najma Begum ,Hollding No: 137, (Goni Tower) Char Fasson, Bhola,MD. Ali Ajgar (Husband of Mrs. Salma Begum) 01823-230026","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"140","BHCFN01","662","B11030B","29017","66229017","220","120","1000","22.18604","90.76023","MD. Jamal Mia & Mrs. Najma Begum ,Hollding No: 137, (Goni Tower) Char Fasson, Bhola,MD. Ali Ajgar (Husband of Mrs. Salma Begum) 01823-230026","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"141","BHCFN01","662","B11030C","29018","66229018","325","120","1000","22.18604","90.76023","MD. Jamal Mia & Mrs. Najma Begum ,Hollding No: 137, (Goni Tower) Char Fasson, Bhola,MD. Ali Ajgar (Husband of Mrs. Salma Begum) 01823-230026","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"142","BHCFN01","662","B11030E","29200","66229200","220","120","1000","22.18604","90.76023","MD. Jamal Mia & Mrs. Najma Begum ,Hollding No: 137, (Goni Tower) Char Fasson, Bhola,MD. Ali Ajgar (Husband of Mrs. Salma Begum) 01823-230026","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"143","PTDMK01","662","B11044A","30568","66230568","10","120","1000","22.46326329","90.38338921","1.Treasurer-RepresentativeofPatuakhaliScience&TechnologyUniversity,Thana:Dumki,Dist:Patuakhali.Ph#0172-088716","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"144","PTDMK01","662","B11044B","30569","66230569","140","120","1000","22.46326329","90.38338921","1.Treasurer-RepresentativeofPatuakhaliScience&TechnologyUniversity,Thana:Dumki,Dist:Patuakhali.Ph#0172-088716","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"145","PTDMK01","662","B11044C","30570","66230570","275","120","1000","22.46326329","90.38338921","1.Treasurer-RepresentativeofPatuakhaliScience&TechnologyUniversity,Thana:Dumki,Dist:Patuakhali.Ph#0172-088716","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"146","PTSDR02","665","B11050A","30571","66530571","40","120","1000","22.35961822","90.31561824","Md.MotiurRahman,S/o:lateGagonAliMollah,Vill:WestKalikapur,Chourasta,Post&Ps:Patuakhali,Dist:Patuakhali.Ph#01718-555671","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"147","PTSDR02","665","B11050B","30572","66530572","160","120","1000","22.35961822","90.31561824","Md.MotiurRahman,S/o:lateGagonAliMollah,Vill:WestKalikapur,Chourasta,Post&Ps:Patuakhali,Dist:Patuakhali.Ph#01718-555671","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"148","PTSDR02","665","B11050C","30573","66530573","280","120","1000","22.35961822","90.31561824","Md.MotiurRahman,S/o:lateGagonAliMollah,Vill:WestKalikapur,Chourasta,Post&Ps:Patuakhali,Dist:Patuakhali.Ph#01718-555671","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"149","PTSDR02","665","B11050D","30793","66530793","40","120","1000","22.35961822","90.31561824","Md.MotiurRahman,S/o:lateGagonAliMollah,Vill:WestKalikapur,Chourasta,Post&Ps:Patuakhali,Dist:Patuakhali.Ph#01718-555671","Not Provided","Not Provided","Not Provided","Not Provided","Macro- 2G","ROBI","Macro- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"150","Gorya Bazar","5251","N/A","55084","525155084","0","120","1000","88.59675","26.04080556","Chongakhata,nNewGoreyaHat, Sadar, Thakurgaon","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 2G","TELETALK","Regular Cell- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"151","Gorya Bazar","5251","N/A","55085","525155085","90","120","1000","88.59675","26.04080556","Chongakhata,nNewGoreyaHat, Sadar, Thakurgaon","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 2G","TELETALK","Regular Cell- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"152","Gorya Bazar","5251","N/A","55086","525155086","280","120","1000","88.59675","26.04080556","Chongakhata,nNewGoreyaHat, Sadar, Thakurgaon","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 2G","TELETALK","Regular Cell- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"153","Bhulli Bazar G","5251","N/A","34978","525134978","15","120","1000","88.534268","26.125069","Kochubari, Thakugaon Sadar, Thakurgaon","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 2G","TELETALK","Regular Cell- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"154","Bhulli Bazar G","5251","N/A","34979","525134979","145","120","1000","88.534268","26.125069","Kochubari, Thakugaon Sadar, Thakurgaon","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 2G","TELETALK","Regular Cell- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"155","Bhulli Bazar G","5251","N/A","34980","525134980","250","120","1000","88.534268","26.125069","Kochubari, Thakugaon Sadar, Thakurgaon","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 2G","TELETALK","Regular Cell- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"156","Pirganj Laldighi JoySadan W","5912","N/A","34930","591234930","0","120","1000","89.300259","25.441889","0","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"157","Pirganj Laldighi JoySadan W","5912","N/A","34931","591234931","120","120","1000","89.300259","25.441889","0","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"158","Pirganj Laldighi JoySadan W","5912","N/A","34932","591234932","240","120","1000","89.300259","25.441889","0","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"159","Pirganj Laldighi JoySadan W","5912","N/A","34933","591234933","0","120","1000","89.300259","25.441889","0","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"160","Pirganj Laldighi JoySadan W","5912","N/A","34934","591234934","120","120","1000","89.300259","25.441889","0","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"161","Pirganj Laldighi JoySadan W","5912","N/A","34935","591234935","240","120","1000","89.300259","25.441889","0","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"162","Katihat Hat","5251","N/A","34981","525134981","0","120","1000","88.31727778","25.90380556","Madhobpur, Kathihar Hat, Ranishonkoil, Thakurgaon","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 2G","TELETALK","Regular Cell- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"163","Katihat Hat","5251","N/A","34982","525134982","120","120","1000","88.31727778","25.90380556","Madhobpur, Kathihar Hat, Ranishonkoil, Thakurgaon","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 2G","TELETALK","Regular Cell- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"164","Katihat Hat","5251","N/A","34983","525134983","240","120","1000","88.31727778","25.90380556","Madhobpur, Kathihar Hat, Ranishonkoil, Thakurgaon","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 2G","TELETALK","Regular Cell- 2G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"165","PIRERBAZAR W","7901","N/A","271","7901271","30","120","1000","91.96809605","24.93083714","Rafi Tower, United Housing, Flat Number-69, Khadimnogor, Sylhet.","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"166","PIRERBAZAR W","7901","N/A","272","7901272","105","120","1000","91.96809605","24.93083714","Rafi Tower, United Housing, Flat Number-69, Khadimnogor, Sylhet.","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"167","PIRERBAZAR W","7901","N/A","273","7901273","210","120","1000","91.96809605","24.93083714","Rafi Tower, United Housing, Flat Number-69, Khadimnogor, Sylhet.","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"168","PIRERBAZAR W","7901","N/A","274","7901274","30","120","1000","91.96809605","24.93083714","Rafi Tower, United Housing, Flat Number-69, Khadimnogor, Sylhet.","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
"169","PIRERBAZAR W","7901","N/A","275","7901275","105","120","1000","91.96809605","24.93083714","Rafi Tower, United Housing, Flat Number-69, Khadimnogor, Sylhet.","Not Provided","Not Provided","Not Provided","Not Provided","Regular Cell- 3G","TELETALK","Regular Cell- 3G","2018-05-15 18:11:56","2018-05-15 18:11:56"
